,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록,리그 기록
8,9,리그,16,.331,6414,12806.1,41.7,23.5,34.8,40.0,36.4,16901,9532,14097,16228,14770,5639,4446,4468,5318,4789,.334,.466,.317,.328,.324,.331,,,,,,,,,
9,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록,팀 기록
10,순,이름,팀,정렬,출장,이닝,타구 방향 비율%,타구 방향 비율%,타구 방향 비율%,타구 방향 비율%,타구 방향 비율%,타구 방향 개수,타구 방향 개수,타구 방향 개수,타구 방향 개수,타구 방향 개수,안타 방향 개수,안타 방향 개수,안타 방향 개수,안타 방향 개수,안타 방향 개수,타구 방향별 타율,타구 방향별 타율,타구 방향별 타율,타구 방향별 타율,타구 방향별 타율,BABIP,,,,,,,,,
11,순,이름,팀,BABIP,출장,이닝,좌,중,우,당,밀,좌,중,우,당,밀,좌,중,우,당,밀,좌,중,우,당,밀,BABIP,,,,,,,,,
12,1,SSG,22,.287,598,1301.1,41.4,20.8,37.8,40.7,38.5,1617,812,1473,1586,1504,477,334,412,468,421,.295,.411,.280,.295,.280,.287,,,,,,,,,
13,2,LG,21,.289,697,1272.1,40.0,21.5,38.6,39.1,39.4,1460,785,1409,1429,1440,409,332,385,405,389,.280,.423,.273,.283,.270,.289,,,,,,,,,
14,3,LG,22,.290,748,1288.0,39.0,24.6,36.4,38.5,37.0,1478,931,1380,1457,1401,435,360,384,398,421,.294,.387,.278,.273,.301,.290,,,,,,,,,
15,4,한화,21,.293,717,1258.2,40.6,22.3,37.0,39.2,38.4,1535,844,1399,1482,1452,455,355,398,438,415,.296,.421,.285,.296,.286,.293,,,,,,,,,
16,5,두산,19,.295,621,1283.2,39.0,24.0,37.1,39.8,36.3,1571,966,1493,1602,1462,464,406,389,440,413,.295,.420,.261,.275,.283,.295,,,,,,,,,
17,6,KT,21,.297,613,1262.2,38.2,23.4,38.4,38.1,38.5,1417,867,1422,1413,1426,391,379,403,382,412,.276,.437,.283,.270,.289,.297,,,,,,,,,
18,7,KT,19,.298,567,1276.0,40.0,22.8,37.3,41.0,36.3,1620,922,1509,1660,1469,480,388,434,481,433,.296,.421,.288,.290,.295,.298,,,,,,,,,
19,8,NC,20,.299,736,1296.2,40.0,24.1,35.8,39.4,36.5,1572,948,1407,1547,1432,496,396,400,471,425,.316,.418,.284,.305,.297,.299,,,,,,,,,
20,9,키움,22,.300,649,1296.1,40.5,22.4,37.2,40.0,37.7,1577,872,1450,1559,1468,461,361,426,452,435,.292,.414,.294,.290,.296,.300,,,,,,,,,
21,10,KIA,21,.301,676,1269.0,40.5,23.2,36.4,39.6,37.2,1579,905,1419,1545,1453,460,360,466,469,457,.291,.398,.328,.304,.315,.301,,,,,,,,,
22,11,LG,19,.301,599,1281.1,42.5,21.5,36.0,40.1,38.4,1667,841,1410,1573,1504,544,347,365,471,438,.326,.413,.259,.299,.291,.301,,,,,,,,,
23,12,키움,21,.303,629,1261.1,41.4,23.7,34.9,40.4,35.9,1634,933,1378,1594,1418,454,408,417,457,414,.278,.437,.303,.287,.292,.303,,,,,,,,,
24,13,삼성,20,.303,698,1272.1,40.2,23.5,36.3,39.7,36.8,1605,940,1452,1587,1470,529,377,424,507,446,.330,.401,.292,.320,.303,.303,,,,,,,,,
25,14,SSG,21,.303,660,1276.2,40.2,22.3,37.5,39.7,38.0,1559,867,1457,1540,1476,488,363,445,485,448,.313,.419,.305,.315,.304,.303,,,,,,,,,
26,15,KT,20,.303,665,1290.1,40.1,22.8,37.1,39.2,38.0,1667,947,1543,1631,1579,490,428,439,461,468,.294,.452,.285,.283,.296,.303,,,,,,,,,
27,16,삼성,19,.305,627,1275.1,39.1,24.2,36.7,39.1,36.8,1574,973,1478,1573,1479,512,391,429,494,447,.325,.402,.290,.314,.302,.305,,,,,,,,,
28,17,SK,19,.305,628,1292.1,39.2,24.2,36.5,37.2,38.6,1488,919,1386,1410,1464,447,373,420,421,446,.300,.406,.303,.299,.305,.305,,,,,,,,,
29,18,NC,19,.306,645,1284.1,40.0,23.2,36.8,40.9,36.0,1567,907,1441,1600,1408,443,422,418,466,395,.283,.465,.290,.291,.281,.306,,,,,,,,,
30,19,NC,21,.306,696,1256.2,40.2,23.2,36.6,38.9,37.8,1535,888,1399,1488,1446,494,362,411,455,450,.322,.408,.294,.306,.311,.306,,,,,,,,,
31,20,KT,22,.306,588,1287.1,38.0,23.1,39.0,39.4,37.5,1447,880,1485,1502,1430,443,389,411,431,423,.306,.442,.277,.287,.296,.306,,,,,,,,,
32,21,NC,15,.306,635,1279.1,40.3,22.7,37.0,39.7,37.5,1530,864,1405,1510,1425,485,406,391,454,422,.317,.470,.278,.301,.296,.306,,,,,,,,,
33,,KIA,22,.306,675,1279.2,40.8,24.3,34.9,40.3,35.4,1585,944,1353,1564,1374,464,389,433,456,441,.293,.412,.320,.292,.321,.306,,,,,,,,,
34,23,NC,22,.307,681,1286.2,41.0,21.3,37.6,39.2,39.5,1526,794,1400,1458,1468,471,334,425,439,457,.309,.421,.304,.301,.311,.307,,,,,,,,,
35,24,한화,15,.308,672,1279.2,41.6,23.5,34.9,38.3,38.3,1655,935,1389,1522,1522,513,452,384,449,448,.310,.483,.277,.295,.294,.308,,,,,,,,,
36,25,SK,20,.309,686,1259.1,38.2,23.7,38.2,38.8,37.6,1502,930,1501,1525,1478,463,419,461,488,436,.308,.451,.307,.320,.295,.309,,,,,,,,,
37,26,키움,20,.310,730,1280.1,39.2,24.2,36.6,39.9,35.9,1567,969,1461,1594,1434,466,441,429,475,420,.297,.455,.294,.298,.293,.310,,,,,,,,,
38,27,NC,14,.310,580,1135.2,42.1,21.4,36.5,39.7,38.9,1468,744,1272,1385,1355,495,279,399,439,455,.337,.375,.314,.317,.336,.310,,,,,,,,,
39,28,LG,17,.310,619,1279.0,41.1,23.5,35.4,39.2,37.3,1593,909,1373,1519,1447,514,416,375,472,417,.323,.458,.273,.311,.288,.310,,,,,,,,,
40,,두산,22,.310,670,1279.1,39.8,22.7,37.4,39.3,37.9,1590,908,1495,1571,1514,500,369,466,486,480,.315,.406,.312,.309,.317,.310,,,,,,,,,
41,30,한화,22,.311,749,1268.1,40.0,24.8,35.2,37.6,37.6,1571,976,1383,1476,1478,459,427,429,432,456,.292,.438,.310,.293,.309,.311,,,,,,,,,
42,31,롯데,20,.311,689,1277.1,40.6,23.0,36.3,39.2,37.8,1619,918,1447,1561,1505,497,413,440,481,456,.307,.450,.304,.308,.303,.311,,,,,,,,,
43,32,삼성,21,.312,676,1259.0,39.9,23.6,36.5,40.1,36.4,1532,905,1400,1537,1395,516,383,398,479,435,.337,.423,.284,.312,.312,.312,,,,,,,,,
44,33,삼성,22,.313,686,1287.0,38.5,23.8,37.7,39.2,37.0,1567,968,1531,1593,1505,480,405,485,494,471,.306,.418,.317,.310,.313,.313,,,,,,,,,
45,34,NC,17,.313,620,1284.2,41.6,22.5,35.9,40.8,36.7,1618,875,1393,1584,1427,526,408,408,514,420,.325,.466,.293,.325,.294,.313,,,,,,,,,
46,35,LG,20,.313,653,1292.2,40.5,22.7,36.8,40.1,37.3,1605,898,1459,1587,1477,518,412,413,508,423,.323,.459,.283,.320,.286,.313,,,,,,,,,
47,36,LG,14,.314,574,1142.2,43.5,20.4,36.2,41.5,38.1,1560,731,1297,1489,1368,516,292,404,468,452,.331,.400,.312,.314,.330,.314,,,,,,,,,
48,37,SK,18,.314,634,1274.2,39.6,23.3,37.1,40.0,36.7,1533,902,1436,1547,1422,505,440,408,491,422,.329,.488,.284,.317,.297,.314,,,,,,,,,
49,38,키움,19,.315,611,1279.0,39.7,23.4,36.9,38.5,38.2,1563,919,1451,1513,1501,456,408,429,462,423,.292,.444,.296,.305,.282,.315,,,,,,,,,
50,39,두산,21,.317,658,1269.1,39.4,23.1,37.4,38.7,38.1,1499,880,1424,1473,1450,534,364,396,490,440,.356,.414,.278,.333,.303,.317,,,,,,,,,
51,40,SK,16,.317,600,1274.0,43.4,22.2,34.4,41.6,36.2,1735,889,1377,1665,1447,558,400,428,512,474,.322,.450,.311,.308,.328,.317,,,,,,,,,
52,41,롯데,17,.317,623,1287.1,41.2,22.6,36.3,39.5,38.0,1597,877,1407,1531,1473,530,371,456,502,484,.332,.423,.324,.328,.329,.317,,,,,,,,,
53,42,삼성,15,.318,577,1275.1,40.2,25.9,33.9,38.6,35.6,1503,966,1268,1441,1330,502,444,377,464,415,.334,.460,.297,.322,.312,.318,,,,,,,,,
54,43,NC,16,.318,628,1286.1,41.2,22.4,36.3,39.2,38.4,1567,853,1381,1490,1458,524,363,427,460,491,.334,.426,.309,.309,.337,.318,,,,,,,,,
55,44,롯데,21,.318,732,1271.0,41.3,21.6,37.1,39.4,39.0,1597,834,1433,1523,1507,501,368,463,469,495,.314,.441,.323,.308,.329,.318,,,,,,,,,
56,45,두산,16,.320,579,1287.2,43.3,22.2,34.4,42.4,35.3,1728,887,1374,1692,1410,575,400,409,544,440,.333,.451,.298,.322,.312,.320,,,,,,,,,
57,46,두산,18,.320,615,1288.2,41.2,23.6,35.2,39.1,37.3,1651,944,1410,1566,1495,573,417,411,495,489,.347,.442,.292,.316,.327,.320,,,,,,,,,
58,47,KIA,19,.322,603,1264.0,39.6,23.0,37.4,40.1,36.9,1570,912,1480,1588,1462,505,406,451,522,434,.322,.445,.305,.329,.297,.322,,,,,,,,,
59,48,SK,14,.322,556,1129.1,42.4,21.3,36.1,42.8,35.7,1521,763,1297,1537,1281,522,326,422,536,408,.343,.427,.325,.349,.319,.322,,,,,,,,,
60,49,두산,17,.322,590,1288.0,43.6,22.4,34.0,40.0,37.5,1770,911,1378,1625,1523,562,435,408,476,494,.318,.478,.296,.293,.324,.322,,,,,,,,,
61,50,LG,16,.323,676,1287.2,43.6,22.8,33.6,42.3,34.9,1789,936,1378,1734,1433,547,431,447,541,453,.306,.461,.324,.312,.316,.323,,,,,,,,,
62,51,한화,20,.323,705,1265.0,38.7,24.4,36.9,38.8,36.8,1523,962,1456,1527,1452,500,439,461,487,474,.328,.456,.317,.319,.326,.323,,,,,,,,,
63,52,넥센,18,.325,591,1282.0,41.6,22.3,36.0,39.7,37.9,1681,902,1453,1604,1530,535,438,468,517,486,.318,.486,.322,.322,.318,.325,,,,,,,,,
64,53,KIA,15,.325,628,1273.0,39.7,24.2,36.1,39.3,36.5,1538,937,1398,1522,1414,512,434,424,489,447,.333,.463,.303,.321,.316,.325,,,,,,,,,
65,54,한화,19,.325,649,1268.2,40.8,24.2,35.0,40.8,35.0,1645,977,1411,1644,1412,549,443,414,540,423,.334,.453,.293,.329,.300,.325,,,,,,,,,
66,55,SK,17,.326,608,1270.2,40.2,23.6,36.3,39.1,37.3,1636,960,1476,1592,1520,530,441,472,504,498,.324,.459,.320,.317,.328,.326,,,,,,,,,
67,56,NC,18,.326,622,1264.0,42.0,23.0,35.0,41.2,35.8,1674,919,1397,1643,1428,558,460,425,531,452,.333,.501,.304,.323,.317,.326,,,,,,,,,
68,57,두산,20,.326,656,1284.2,42.1,22.1,35.8,39.5,38.4,1686,885,1431,1580,1537,570,394,428,519,479,.338,.445,.299,.329,.312,.326,,,,,,,,,
69,58,한화,17,.327,634,1273.0,40.8,23.7,35.5,40.0,36.3,1676,974,1459,1644,1491,572,448,453,571,454,.341,.460,.311,.347,.305,.327,,,,,,,,,
70,59,한화,18,.327,685,1274.0,40.9,22.5,36.5,40.0,37.5,1587,874,1415,1549,1453,562,398,433,511,484,.354,.455,.306,.330,.333,.327,,,,,,,,,
71,60,삼성,14,.327,543,1144.0,43.3,21.4,35.0,40.2,38.1,1485,735,1202,1378,1309,539,290,384,484,439,.363,.395,.320,.351,.335,.327,,,,,,,,,
72,61,SK,15,.327,621,1280.2,42.0,23.2,34.9,39.8,37.1,1592,879,1323,1509,1406,536,424,397,513,420,.337,.482,.300,.340,.299,.327,,,,,,,,,
73,62,삼성,16,.328,647,1282.1,41.1,25.6,33.3,38.6,35.8,1710,1063,1382,1605,1487,622,454,429,578,473,.364,.427,.310,.360,.318,.328,,,,,,,,,
74,63,넥센,16,.328,608,1280.1,41.6,23.7,34.7,37.1,39.2,1732,986,1442,1543,1631,587,444,455,513,529,.339,.450,.316,.333,.324,.328,,,,,,,,,
75,64,넥센,15,.329,587,1286.0,40.4,22.6,37.0,38.4,39.0,1589,887,1453,1510,1532,506,450,448,483,471,.318,.507,.308,.320,.307,.329,,,,,,,,,
76,,두산,15,.329,623,1286.0,43.1,23.2,33.7,40.1,36.8,1676,901,1311,1558,1429,555,419,411,539,427,.331,.465,.314,.346,.299,.329,,,,,,,,,
77,66,LG,15,.329,616,1279.2,43.5,22.4,34.2,40.2,37.4,1660,855,1305,1537,1428,548,420,384,477,455,.330,.491,.294,.310,.319,.329,,,,,,,,,
78,67,롯데,14,.329,528,1100.0,44.1,20.1,35.6,38.3,41.4,1567,713,1267,1361,1473,576,297,391,459,508,.368,.417,.309,.337,.345,.329,,,,,,,,,
79,68,LG,18,.329,601,1268.2,41.5,22.5,36.0,39.8,37.8,1653,895,1434,1583,1504,540,439,455,521,474,.327,.491,.317,.329,.315,.329,,,,,,,,,
80,69,롯데,18,.330,686,1283.2,40.0,22.2,37.9,41.0,36.9,1557,863,1477,1596,1438,537,406,467,544,460,.345,.471,.316,.341,.320,.330,,,,,,,,,
81,,롯데,19,.330,664,1270.1,40.5,21.4,38.2,40.4,38.2,1601,845,1509,1599,1511,544,397,464,505,503,.340,.470,.308,.316,.333,.330,,,,,,,,,
82,71,KIA,16,.333,635,1276.0,40.0,24.8,35.3,39.2,36.0,1621,1005,1431,1592,1460,506,489,461,515,452,.312,.487,.322,.324,.310,.333,,,,,,,,,
83,72,롯데,15,.333,618,1281.1,42.2,23.3,34.5,40.9,35.8,1693,932,1383,1641,1435,553,472,436,530,459,.327,.506,.315,.323,.320,.333,,,,,,,,,
84,73,KIA,20,.334,639,1269.1,41.9,23.0,35.0,41.1,35.9,1631,897,1364,1598,1397,522,443,432,529,425,.320,.494,.317,.331,.304,.334,,,,,,,,,
85,74,삼성,18,.335,618,1285.1,40.7,24.6,34.7,39.1,36.3,1625,983,1387,1563,1449,574,463,440,527,487,.353,.471,.317,.337,.336,.335,,,,,,,,,
86,75,kt,17,.336,588,1256.0,41.5,23.7,34.7,40.1,36.2,1721,983,1439,1660,1500,577,487,460,549,488,.335,.495,.320,.331,.325,.336,,,,,,,,,
87,76,넥센,17,.337,554,1271.0,43.3,23.1,33.7,41.1,35.8,1767,942,1377,1680,1464,550,490,448,523,475,.311,.520,.325,.311,.325,.337,,,,,,,,,
88,,두산,14,.337,564,1123.2,42.4,20.1,37.3,42.5,37.2,1527,724,1343,1530,1340,542,309,457,550,449,.355,.427,.340,.360,.335,.337,,,,,,,,,
89,78,KIA,18,.337,575,1270.2,40.8,23.7,35.6,39.0,37.3,1662,967,1450,1592,1520,605,469,437,562,480,.364,.485,.301,.353,.316,.337,,,,,,,,,
90,79,넥센,14,.337,530,1131.2,39.0,22.0,39.0,40.8,37.3,1379,779,1379,1441,1317,478,376,445,496,427,.347,.483,.323,.344,.324,.337,,,,,,,,,
91,80,KIA,17,.340,582,1290.0,41.7,23.0,35.2,40.7,36.2,1732,957,1463,1692,1503,620,450,447,578,489,.358,.470,.306,.342,.325,.340,,,,,,,,,
92,,한화,16,.340,680,1292.2,39.9,24.0,36.0,39.3,36.7,1642,988,1481,1615,1508,576,472,472,555,493,.351,.478,.319,.344,.327,.340,,,,,,,,,
93,82,롯데,16,.340,668,1266.1,42.4,23.6,33.9,40.9,35.5,1698,945,1358,1637,1419,575,474,437,536,476,.339,.502,.322,.327,.335,.340,,,,,,,,,
94,83,KIA,14,.341,507,1121.2,41.7,21.6,36.3,41.0,37.1,1459,757,1272,1434,1297,540,325,419,534,425,.370,.429,.329,.372,.328,.341,,,,,,,,,
95,84,롯데,22,.342,675,1280.2,40.8,22.2,37.0,41.3,36.6,1556,846,1413,1574,1395,520,399,454,514,460,.334,.472,.321,.327,.330,.342,,,,,,,,,
96,85,삼성,17,.343,613,1281.1,41.5,22.8,35.8,39.7,37.6,1688,928,1456,1615,1529,623,434,484,558,549,.369,.468,.332,.346,.359,.343,,,,,,,,,
97,86,한화,14,.347,530,1129.0,41.4,21.8,36.8,40.6,37.6,1580,832,1405,1551,1434,596,358,497,583,510,.377,.430,.354,.376,.356,.347,,,,,,,,,
98,87,KT,18,.349,631,1274.1,42.4,21.7,35.9,41.4,36.9,1749,894,1482,1709,1522,636,457,486,596,526,.364,.511,.328,.349,.346,.349,,,,,,,,,
99,88,kt,15,.355,652,1266.2,42.3,22.1,35.6,40.6,37.3,1674,874,1411,1608,1477,558,461,499,552,505,.333,.528,.354,.343,.342,.355,,,,,,,,,
100,89,kt,16,.357,693,1273.0,40.4,23.6,35.9,39.8,36.5,1679,980,1493,1655,1517,569,519,503,564,508,.339,.530,.337,.341,.335,.357,,,,,,,,,
